Area,International Phone Number,Latitude,Longitude
Eixample,+34 931 84 51 91,41.3911191,2.1666663
Eixample,+34 931 84 28 13,41.391524,2.1680884
Eixample,+34 931 82 62 29,41.4048663,2.1642121
Eixample,+34 931 82 53 39,41.3938019,2.1592606
Eixample,+34 931 81 83 67,41.4027352,2.1750016
Eixample,+34 931 81 25 34,41.3994088,2.1668985
Eixample,+34 931 81 01 81,41.3930027,2.16332575
Eixample,+34 931 79 24 87,41.3964221,2.1536901
Eixample,+34 931 79 21 93,41.3986488,2.154193
Eixample,+34 931 79 03 78,41.3902412,2.1603543
Eixample,+34 931 78 90 04,41.400189,2.169086
Eixample,+34 931 78 41 42,41.3965061,2.1690774
Eixample,+34 931 77 54 54,41.3987747,2.1596054
Eixample,+34 931 76 35 94,41.4032025,2.1640445
Eixample,+34 931 74 71 54,41.400723,2.164615
Eixample,+34 931 74 43 93,41.398786,2.169641
Eixample,+34 931 74 05 28,41.3972463,2.1591908
Eixample,+34 931 73 12 93,41.3998282,2.1576102
Eixample,+34 931 71 46 18,41.3914654,2.1545019
Eixample,+34 931 70 40 37,41.3988513,2.171322
Eixample,+34 931 70 17 88,41.392307,2.163866
Eixample,+34 931 70 00 41,41.3951194,2.1645995
Eixample,+34 931 65 60 20,41.3999215,2.1615851
Eixample,+34 931 65 16 53,41.392424,2.1701613
Eixample,+34 931 64 76 92,41.392831,2.169082
Eixample,+34 931 64 63 74,41.3985177,2.1747681
Eixample,+34 931 64 36 25,41.3922334,2.1540405
Eixample,+34 931 62 12 75,41.398898,2.1649318
Eixample,+34 931 60 05 03,41.3949151,2.1518978
Eixample,+34 931 59 55 55,41.39716,2.1631235
Eixample,+34 931 59 21 30,41.3947919,2.1550863
Eixample,+34 931 59 16 11,41.3940619,2.1610452
Eixample,+34 931 59 14 25,41.391524,2.1680884
Eixample,+34 931 58 02 02,41.3978789,2.1627836
Eixample,+34 931 56 69 85,41.3961757,2.1742836
Eixample,+34 931 56 19 11,41.4047912,2.1660895
Eixample,+34 931 54 97 74,41.3949891,2.1569267
Eixample,+34 931 54 09 99,41.396192,2.1569579
Eixample,+34 931 53 70 10,41.3996644,2.158397467
Eixample,+34 931 52 85 77,41.4002118,2.1660884
Eixample,+34 931 52 10 11,41.3979706,2.1642815
Eixample,+34 931 51 88 88,41.39118182,2.16661815
Eixample,+34 931 51 87 83,41.3913,2.1668067
Eixample,+34 931 51 87 82,41.39117,2.16663
Eixample,+34 931 51 35 61,41.3970501,2.1657468
Eixample,+34 931 48 27 09,41.3997141,2.1633611
Eixample,+34 931 45 68 12,41.3961185,2.1673085
Eixample,+34 931 44 56 74,41.394535,2.1529701
Eixample,+34 931 43 39 31,41.40148,2.17261
Eixample,+34 931 42 42 25,41.3922417,2.164315
Eixample,+34 931 42 37 23,41.4049109,2.167114
Eixample,+34 931 41 96 66,41.4001728,2.1585671
Eixample,+34 931 41 43 19,41.3903096,2.1587808
Eixample,+34 931 41 19 53,41.4022018,2.1663157
Eixample,+34 931 41 03 96,41.400367,2.17261
Eixample,+34 931 40 49 56,41.4026405,2.1628706
Eixample,+34 931 38 78 69,41.401295,2.1745733
Eixample,+34 931 38 35 34,41.3929828,2.1706767
Eixample,+34 931 38 01 75,41.3967836,2.1689618
Eixample,+34 931 37 59 66,41.4043905,2.1700683
Eixample,+34 931 37 34 07,41.3992122,2.1546286
Eixample,+34 931 29 82 64,41.397478,2.165568
Eixample,+34 931 29 49 53,41.396441,2.161918
Eixample,+34 931 29 32 37,41.395227,2.158051
Eixample,+34 931 28 83 22,41.3953002,2.1664796
Eixample,+34 931 27 38 44,41.4040192,2.1717517
Eixample,+34 931 25 79 36,41.3992424,2.1604154
Eixample,+34 931 22 52 60,41.3971665,2.1609304
Eixample,+34 931 22 21 04,41.3961788,2.1660156
Eixample,+34 931 19 73 07,41.3994129,2.1530606
Eixample,+34 931 19 34 29,41.3996052,2.1595484
Eixample,+34 931 19 20 49,41.40153,2.163725
Eixample,+34 931 19 04 90,41.3961788,2.1660156
Eixample,+34 931 18 70 22,41.39710017,2.160726133
Eixample,+34 931 18 45 31,41.3996576,2.1645592
Eixample,+34 931 18 38 91,41.3973251,2.1676223
Eixample,+34 931 18 03 54,41.399614,2.1646268
Eixample,+34 931 17 50 73,41.4007645,2.162604
Eixample,+34 931 17 33 21,41.3936829,2.1603927
Eixample,+34 931 16 59 67,41.3925967,2.1557855
Eixample,+34 931 16 47 31,41.39792,2.1622329
Eixample,+34 931 14 60 04,41.39843,2.172835
Eixample,+34 931 12 91 28,41.3941486,2.1685272
Eixample,+34 931 12 55 40,41.3944095,2.1720907
Eixample,+34 931 12 40 24,41.3952894,2.1647328
Eixample,+34 931 12 20 33,41.398914,2.1655561
Eixample,+34 931 06 97 11,41.3988264,2.1637378
Eixample,+34 931 06 94 37,41.391312,2.154885
Eixample,+34 931 06 56 98,41.3945632,2.1708139
Eixample,+34 931 06 25 20,41.3934585,2.1616729
Eixample,+34 931 06 09 54,41.394651,2.166684
Eixample,+34 931 05 57 95,41.3971746,2.1649178
Eixample,+34 931 05 31 09,41.399853,2.1640346
Eixample,+34 931 05 09 23,41.3963427,2.1688236
Eixample,+34 931 02 74 56,41.3965585,2.1692304
Eixample,+34 931 00 53 53,41.3967831,2.1723686
Eixample,+34 931 00 44 54,41.393006,2.15729
Eixample,+34 931 00 36 14,41.39148,2.1680355
Eixample,+34 931 00 02 25,41.395111,2.1606349
Eixample,+34 930 93 05 00,41.3934507,2.1654782
Eixample,+34 930 34 49 53,41.3988513,2.171322
Eixample,+34 930 33 06 30,41.395303,2.156124
Eixample,+34 930 27 36 52,41.4002194,2.1550723
Eixample,+34 930 26 95 21,41.3905212,2.1579262
Eixample,+34 930 24 11 40,41.4002346,2.1645399
Eixample,+34 930 23 25 84,41.3997957,2.1643431
Eixample,+34 930 21 96 51,41.4000624,2.1574008
Eixample,+34 930 18 56 18,41.394976,2.164543
Eixample,+34 930 18 54 83,41.4003404,2.1557875
Eixample,+34 930 17 27 28,41.3910556,2.1638662
Eixample,+34 930 15 46 58,41.3966463,2.162124
Eixample,+34 930 12 12 80,41.3977489,2.1611126
Eixample,+34 930 12 12 59,41.3977489,2.1611126
Eixample,+34 930 12 08 00,41.3936998,2.163594
Eixample,+34 930 11 21 50,41.3942524,2.1716858
Eixample,+34 930 10 75 93,41.3907945,2.1642308
Eixample,+34 930 10 72 66,41.3915969,2.1600281
Eixample,+34 930 10 16 49,41.3978985,2.1660924
Eixample,+34 930 10 02 72,41.3935353,2.1533014
Eixample,+34 930 09 67 18,41.3961631,2.1570872
Eixample,+34 930 09 22 58,41.4012608,2.163041
Eixample,+34 930 09 20 11,41.3950531,2.1666552
Eixample,+34 930 08 80 47,41.3972849,2.1676978
Eixample,+34 930 08 76 05,41.4041524,2.168003
Eixample,+34 930 08 05 94,41.3974803,2.1591838
Eixample,+34 930 04 98 66,41.3988207,2.1750713
Eixample,+34 930 04 82 70,41.4008471,2.1616712
Eixample,+34 930 02 19 42,41.3953364,2.1643429
Eixample,+34 930 00 57 16,41.3948713,2.1681126
Eixample,+34 930 00 43 26,41.3971318,2.1757526
Eixample,+34 919 91 19 99,41.3927102,2.1579537
Eixample,+34 919 01 42 70,41.3970676,2.1603352
Eixample,+34 918 27 01 90,41.3952249,2.1646144
Eixample,+34 917 91 71 35,41.3940981,2.1631573
Eixample,+34 916 58 97 85,41.394976,2.164543
Eixample,+34 916 58 94 49,41.3954212,2.1639852
Eixample,+34 916 40 46 84,41.3979057,2.164126
Eixample,+34 915 67 78 51,41.4012097,2.1721119
Eixample,+34 914 90 89 00,41.4009835,2.1588882
Eixample,+34 912 86 84 48,41.39830878,2.1630634
Eixample,+34 912 82 09 15,41.3904391,2.1629603
Eixample,+34 912 30 20 32,41.390472,2.1629
Eixample,+34 912 10 43 00,41.3922078,2.1642892
Eixample,+34 912 06 66 55,41.3969368,2.1640243
Eixample,+34 911 79 34 63,41.3918516,2.1647056
Eixample,+34 910 85 18 79,41.4001198,2.1548639
Eixample,+34 902 99 96 97,41.3926214,2.1650933
Eixample,+34 902 79 07 91,41.3994309,2.1636359
Eixample,+34 902 50 44 86,41.3970645,2.1521228
Eixample,+34 902 41 30 30,41.3949101,2.1585698
Eixample,+34 902 36 06 36,41.3921214,2.1628817
Eixample,+34 902 32 30 00,41.397607,2.16058
Eixample,+34 902 24 24 24,41.3976824,2.1593942
Eixample,+34 902 23 40 40,41.3920533,2.1657372
Eixample,+34 902 22 32 23,41.39742875,2.15552065
Eixample,+34 902 18 99 00,41.4027583,2.1747033
Eixample,+34 902 13 00 33,41.3974394,2.1678468
Eixample,+34 902 09 14 42,41.396096,2.156381
Eixample,+34 902 05 37 84,41.397319,2.1594415
Eixample,+34 902 00 26 15,41.3949716,2.151865
Eixample,+34 902 00 21 51,41.3998993,2.1678581
Eixample,+34 900 958 311,41.4004303,2.1656126
Eixample,+34 900 857 800,41.3929677,2.1536577
Eixample,+34 900 827 226,41.395411,2.1696369
Eixample,+34 900 818 070,41.39705638,2.16284781
Eixample,+34 900 802 109,41.3920582,2.1600191
Eixample,+34 900 722 200,41.3970262,2.1693475
Eixample,+34 900 323 232,41.3959312,2.1581251
Eixample,+34 900 314 154,41.3971513,2.1633908
Eixample,+34 900 259 259,41.3912528,2.1627339
Eixample,+34 900 167 167,41.3988264,2.1637378
Eixample,+34 900 102 102,41.39914,2.1699443
Eixample,+34 900 056 004,41.3928592,2.1607868
Eixample,+34 871 18 01 92,41.39505635,2.1603786
Eixample,+34 727 79 46 96,41.3974482,2.1578732
Eixample,+34 722 64 73 94,41.3982443,2.160055
Eixample,+34 722 56 73 38,41.3971209,2.1592827
Eixample,+34 722 24 05 84,41.3909882,2.1663654
Eixample,+34 722 17 46 37,41.3945951,2.1649153
Eixample,+34 722 14 42 15,41.3914259,2.1555334
Eixample,+34 717 78 50 13,41.3978669,2.1681856
Eixample,+34 699 49 40 59,41.3904702,2.1629254
Eixample,+34 699 44 63 52,41.4030149,2.1652435
Eixample,+34 699 07 67 62,41.4004597,2.1605277
Eixample,+34 699 06 04 04,41.3933077,2.1663589
Eixample,+34 698 89 01 79,41.4014164,2.1755844
Eixample,+34 698 29 40 51,41.3928102,2.1691033
Eixample,+34 698 28 12 68,41.39926543,2.165296267
Eixample,+34 697 56 69 63,41.3978265,2.1631399
Eixample,+34 697 43 07 30,41.3928015,2.1615057
Eixample,+34 697 38 59 11,41.3976434,2.1515876
Eixample,+34 697 31 08 99,41.395951,2.1693378
Eixample,+34 696 95 00 50,41.3968111,2.1526374
Eixample,+34 696 79 20 45,41.3962937,2.1693563
Eixample,+34 696 68 29 17,41.3988305,2.1667403
Eixample,+34 696 65 57 20,41.4059407,2.1694265
Eixample,+34 695 23 73 79,41.3927706,2.1659694
Eixample,+34 695 23 73 59,41.391884,2.166428
Eixample,+34 695 23 73 47,41.395016,2.154483
Eixample,+34 695 23 73 44,41.393089,2.159505
Eixample,+34 695 23 73 03,41.391016,2.156748
Eixample,+34 695 23 72 94,41.392526,2.161748
Eixample,+34 695 10 85 95,41.3969534,2.1708221
Eixample,+34 695 01 15 59,41.4054276,2.1702572
Eixample,+34 693 70 20 93,41.3944058,2.158446
Eixample,+34 693 41 07 98,41.4049848,2.1686796
Eixample,+34 692 95 76 23,41.4009227,2.1626477
Eixample,+34 692 66 88 11,41.3937568,2.1564399
Eixample,+34 692 44 82 61,41.394833,2.155176
Eixample,+34 691 78 94 33,41.3917787,2.1588858
Eixample,+34 691 72 91 87,41.3981194,2.16052275
Eixample,+34 691 68 09 52,41.3984989,2.1749014
Eixample,+34 691 08 98 88,41.3978769,2.1700139
Eixample,+34 690 97 15 65,41.3974272,2.1578725
Eixample,+34 690 88 05 08,41.3992477,2.1535618
Eixample,+34 689 85 04 54,41.392915,2.1606604
Eixample,+34 689 80 70 09,41.3915804,2.1644508
Eixample,+34 689 55 53 05,41.394826,2.1659589
Eixample,+34 689 39 47 46,41.3953249,2.1700861
Eixample,+34 687 87 93 99,41.4017829,2.1744355
Eixample,+34 687 56 43 34,41.3977482,2.1668025
Eixample,+34 687 37 79 61,41.3952423,2.1732799
Eixample,+34 687 19 07 12,41.3968488,2.1626188
Eixample,+34 687 03 30 79,41.3924293,2.1640164
Eixample,+34 687 03 30 17,41.3985909,2.169835
Eixample,+34 686 69 53 77,41.3990233,2.1571558
Eixample,+34 686 03 46 50,41.3941486,2.1675233
Eixample,+34 685 98 81 43,41.3918739,2.159054
Eixample,+34 685 31 51 56,41.3916158,2.155386
Eixample,+34 685 24 51 06,41.39677347,2.156511167
Eixample,+34 685 12 80 49,41.4022407,2.1589903
Eixample,+34 683 60 39 63,41.3966781,2.1587025
Eixample,+34 683 57 61 71,41.3974803,2.1591838
Eixample,+34 683 28 45 36,41.4060469,2.1691925
Eixample,+34 683 16 53 33,41.4027115,2.1609942
Eixample,+34 682 40 12 22,41.3960786,2.1597425
Eixample,+34 680 87 91 57,41.3970423,2.1555335
Eixample,+34 680 62 42 06,41.4038866,2.1661556
Eixample,+34 680 54 61 40,41.4028023,2.1606212
Eixample,+34 680 53 93 61,41.398333,2.1601042
Eixample,+34 680 48 07 88,41.3995975,2.1571363
Eixample,+34 680 38 90 38,41.3963747,2.1755931
Eixample,+34 680 34 96 04,41.404345,2.16364035
Eixample,+34 679 87 41 75,41.3959683,2.1701929
Eixample,+34 679 87 11 81,41.3953099,2.1581092
Eixample,+34 678 77 66 70,41.3944049,2.1608949
Eixample,+34 678 74 57 43,41.391923,2.1593677
Eixample,+34 678 54 39 16,41.4022919,2.1632796
Eixample,+34 678 45 49 31,41.3988042,2.1696171
Eixample,+34 678 42 52 23,41.3970763,2.1630026
Eixample,+34 678 04 31 20,41.397695,2.1586955
Eixample,+34 677 45 78 09,41.4004875,2.1569196
Eixample,+34 677 44 09 96,41.3962842,2.1530629
Eixample,+34 677 39 88 53,41.3942674,2.1536372
Eixample,+34 677 38 91 43,41.3972644,2.1581108
Eixample,+34 676 72 27 70,41.3981269,2.1539532
Eixample,+34 676 60 68 25,41.3988551,2.1633337
Eixample,+34 676 43 36 57,41.402188,2.1684199
Eixample,+34 676 27 19 66,41.3970645,2.1521228
Eixample,+34 676 16 41 65,41.4042587,2.1637702
Eixample,+34 675 61 28 58,41.3971993,2.1741537
Eixample,+34 675 56 49 79,41.4022523,2.1602451
Eixample,+34 674 84 40 90,41.392809,2.1681743
Eixample,+34 674 07 33 22,41.396202,2.1572407
Eixample,+34 673 69 90 77,41.4011055,2.1761667
Eixample,+34 673 57 87 02,41.3961753,2.1645249
Eixample,+34 673 53 77 97,41.398826,2.163738
Eixample,+34 673 11 44 52,41.394776,2.1550997
Eixample,+34 672 12 78 96,41.396279,2.1648699
Eixample,+34 671 42 17 88,41.3909839,2.1640049
Eixample,+34 671 30 06 02,41.3956396,2.1636594
Eixample,+34 670 99 74 64,41.3990274,2.1624378
Eixample,+34 670 35 77 89,41.3914728,2.1680435
Eixample,+34 669 28 63 00,41.3962974,2.153205
Eixample,+34 669 25 39 55,41.3951448,2.1658813
Eixample,+34 669 12 11 73,41.3965057,2.1713218
Eixample,+34 669 09 11 37,41.3988551,2.1633337
Eixample,+34 668 86 87 10,41.3926374,2.1658055
Eixample,+34 667 78 96 27,41.4010697,2.1587193
Eixample,+34 667 76 88 90,41.3931437,2.1568044
Eixample,+34 667 61 85 93,41.4015558,2.1693403
Eixample,+34 667 43 27 59,41.39595,2.151633
Eixample,+34 666 98 98 99,41.3959427,2.1723328
Eixample,+34 666 89 57 83,41.3935304,2.1654015
Eixample,+34 666 48 42 99,41.396118,2.1567277
Eixample,+34 666 35 83 71,41.3984412,2.1709521
Eixample,+34 666 24 24 60,41.39894794,2.1648498
Eixample,+34 666 21 58 74,41.3990296,2.1548749
Eixample,+34 666 13 83 93,41.3912588,2.1565171
Eixample,+34 666 00 70 07,41.3979743,2.1761562
Eixample,+34 666 00 54 10,41.3940104,2.1658813
Eixample,+34 665 52 69 34,41.3980025,2.1543808
Eixample,+34 665 20 04 61,41.391378,2.155046
Eixample,+34 665 06 13 36,41.4051748,2.1660156
Eixample,+34 664 59 94 28,41.3992062,2.1545171
Eixample,+34 664 24 42 09,41.3955441,2.1527131
Eixample,+34 664 17 36 01,41.400025,2.1682084
Eixample,+34 663 45 62 74,41.3982354,2.1682216
Eixample,+34 662 57 01 83,41.4006614,2.1654953
Eixample,+34 662 46 21 63,41.3999815,2.1723299
Eixample,+34 662 43 65 49,41.3970279,2.1718312
Eixample,+34 661 69 77 13,41.4002663,2.1668595
Eixample,+34 661 53 57 94,41.3999778,2.1590263
Eixample,+34 661 39 95 11,41.3938647,2.1653055
Eixample,+34 661 15 64 16,41.4000091,2.1749697
Eixample,+34 660 58 31 86,41.4025961,2.1606614
Eixample,+34 660 56 67 81,41.3970753,2.1717864
Eixample,+34 660 29 97 78,41.3929298,2.1535161
Eixample,+34 659 99 17 64,41.4022448,2.160623
Eixample,+34 659 86 79 56,41.4025254,2.1633977
Eixample,+34 659 86 29 83,41.3970279,2.1718312
Eixample,+34 659 85 93 20,41.3967177,2.1586137
Eixample,+34 659 74 96 92,41.3975916,2.1519124
Eixample,+34 658 77 34 70,41.402023,2.163686
Eixample,+34 658 37 37 01,41.394752,2.16805
Eixample,+34 658 23 39 94,41.3975021,2.1649621
Eixample,+34 658 22 22 02,41.400025,2.1682084
Eixample,+34 657 89 55 33,41.4028322,2.1702334
Eixample,+34 657 55 64 54,41.3968758,2.1716008
Eixample,+34 657 49 19 26,41.3957947,2.169288
Eixample,+34 657 46 65 24,41.3959904,2.1625036
Eixample,+34 657 44 84 97,41.39329,2.159449
Eixample,+34 657 34 89 73,41.4029426,2.163041
Eixample,+34 657 12 86 49,41.3984556,2.1608097
Eixample,+34 656 96 42 85,41.4011059,2.1587808
Eixample,+34 656 48 76 96,41.3956235,2.1659525
Eixample,+34 656 36 33 58,41.4038021,2.1650271
Eixample,+34 656 34 00 22,41.3990481,2.1653292
Eixample,+34 656 32 32 75,41.3923965,2.1626074
Eixample,+34 655 17 39 25,41.3987525,2.1634705
Eixample,+34 654 81 50 49,41.403101,2.171211
Eixample,+34 654 32 10 93,41.3965234,2.1659493
Eixample,+34 654 20 10 06,41.3929831,2.158728667
Eixample,+34 653 65 05 83,41.3985695,2.1702254
Eixample,+34 653 21 93 93,41.4004375,2.1715116
Eixample,+34 653 01 74 64,41.3922018,2.169066
Eixample,+34 652 21 12 82,41.392394,2.1613807
Eixample,+34 652 02 57 47,41.4005457,2.1671089
Eixample,+34 651 69 23 73,41.3982928,2.1570455
Eixample,+34 650 86 85 41,41.4001552,2.1712158
Eixample,+34 650 84 56 92,41.4010982,2.1638842
Eixample,+34 650 77 89 79,41.3883408,2.1600668
Eixample,+34 650 44 38 90,41.4012025,2.1651611
Eixample,+34 650 14 60 67,41.3966158,2.1644348
Eixample,+34 650 11 07 34,41.3928419,2.1647137
Eixample,+34 649 77 42 11,41.3987455,2.162638
Eixample,+34 649 77 13 60,41.4007093,2.1602677
Eixample,+34 649 59 05 00,41.3934353,2.1569004
Eixample,+34 649 48 31 76,41.3967881,2.1637702
Eixample,+34 649 34 73 92,41.3937159,2.1547499
Eixample,+34 648 15 89 14,41.3963665,2.1633096
Eixample,+34 647 59 54 86,41.4014335,2.1590747
Eixample,+34 647 59 25 81,41.396804,2.1743129
Eixample,+34 647 45 29 22,41.4024243,2.1607047
Eixample,+34 647 40 90 01,41.3937227,2.1637083
Eixample,+34 647 00 82 36,41.3948799,2.1567804
Eixample,+34 646 79 67 49,41.3958799,2.162641
Eixample,+34 646 63 88 94,41.3997572,2.1644473
Eixample,+34 646 40 85 25,41.3963808,2.1740099
Eixample,+34 646 38 61 15,41.3990173,2.158977
Eixample,+34 646 30 27 71,41.394976,2.164543
Eixample,+34 646 01 57 88,41.4005174,2.1567852
Eixample,+34 645 99 05 50,41.4024682,2.1595504
Eixample,+34 645 67 67 59,41.3939727,2.158493
Eixample,+34 645 66 85 72,41.4038225,2.1678307
Eixample,+34 645 53 60 54,41.3994472,2.1530479
Eixample,+34 645 35 48 47,41.3955499,2.1576831
Eixample,+34 644 74 35 79,41.3999007,2.1622412
Eixample,+34 644 72 10 38,41.389606,2.1605841
Eixample,+34 644 55 69 00,41.3970279,2.1718312
Eixample,+34 644 52 20 40,41.4004951,2.1631969
Eixample,+34 644 46 45 76,41.4046363,2.1697006
Eixample,+34 644 39 78 82,41.391524,2.1680884
Eixample,+34 644 32 15 05,41.390601,2.1580451
Eixample,+34 644 29 12 41,41.3985909,2.169835
Eixample,+34 644 24 17 52,41.3982621,2.1576391
Eixample,+34 644 20 06 80,41.3973758,2.1658045
Eixample,+34 644 13 00 92,41.3921741,2.1601812
Eixample,+34 644 11 75 69,41.3970807,2.1607342
Eixample,+34 644 04 09 89,41.4032941,2.1665484
Eixample,+34 643 48 66 70,41.3935961,2.1549458
Eixample,+34 642 81 12 61,41.3968126,2.1615844
Eixample,+34 641 06 07 89,41.4015167,2.172597
Eixample,+34 640 92 95 62,41.396844,2.166005
Eixample,+34 640 11 52 51,41.3975,2.1700414
Eixample,+34 639 98 10 23,41.3979794,2.1662791
Eixample,+34 639 57 00 60,41.3977871,2.1590567
Eixample,+34 639 33 12 02,41.3935221,2.163977
Eixample,+34 639 32 28 15,41.398531,2.1646914
Eixample,+34 639 31 36 61,41.3941101,2.160968
Eixample,+34 639 01 62 05,41.3975916,2.1519124
Eixample,+34 638 84 13 68,41.3929776,2.1536802
Eixample,+34 638 82 53 02,41.396928,2.1645601
Eixample,+34 638 82 31 70,41.4025214,2.1604695
Eixample,+34 638 65 22 78,41.3986034,2.16131115
Eixample,+34 638 44 93 28,41.4002234,2.1580961
Eixample,+34 637 86 96 20,41.398792,2.162149
Eixample,+34 637 84 43 98,41.403687,2.17014
Eixample,+34 637 77 17 15,41.3993863,2.159682
Eixample,+34 637 77 16 75,41.3993066,2.1573488
Eixample,+34 637 19 39 66,41.3994625,2.1603831
Eixample,+34 637 12 80 00,41.4033255,2.1668878
Eixample,+34 636 95 59 63,41.3985332,2.168995
Eixample,+34 636 95 53 16,41.4030272,2.1655404
Eixample,+34 636 94 92 56,41.4001119,2.1679924
Eixample,+34 636 78 56 17,41.4021864,2.1622146
Eixample,+34 636 65 71 27,41.391431,2.1614638
Eixample,+34 636 46 85 43,41.3984973,2.160291
Eixample,+34 636 32 97 22,41.3968488,2.1626188
Eixample,+34 636 21 14 47,41.3976004,2.1694703
Eixample,+34 635 69 67 35,41.3987285,2.1647505
Eixample,+34 635 45 30 70,41.3995247,2.1630141
Eixample,+34 634 64 17 05,41.4014052,2.1755114
Eixample,+34 633 83 56 59,41.3911103,2.1581842
Eixample,+34 633 75 55 99,41.4012151,2.161083
Eixample,+34 633 58 26 31,41.3972179,2.1590249
Eixample,+34 633 51 02 29,41.398188,2.1704279
Eixample,+34 633 42 34 93,41.392916,2.1647873
Eixample,+34 633 42 22 55,41.3927605,2.1540364
Eixample,+34 633 33 19 60,41.391848,2.1633288
Eixample,+34 632 23 48 88,41.3998185,2.163505
Eixample,+34 632 19 86 27,41.3946028,2.1662429
Eixample,+34 631 76 69 13,41.398788,2.161091
Eixample,+34 631 73 95 07,41.3964025,2.1739883
Eixample,+34 630 82 94 33,41.396969,2.1681
Eixample,+34 630 55 33 22,41.4030515,2.1694543
Eixample,+34 630 42 57 85,41.4000274,2.1542655
Eixample,+34 630 42 10 07,41.3974748,2.1646067
Eixample,+34 630 40 15 40,41.4008274,2.1582079
Eixample,+34 630 04 28 25,41.3955417,2.1676694
Eixample,+34 629 52 96 25,41.3951194,2.1645995
Eixample,+34 629 34 56 74,41.396218,2.165953
Eixample,+34 629 33 06 01,41.4039261,2.1706059
Eixample,+34 629 31 93 05,41.3922147,2.1654774
Eixample,+34 629 30 58 70,41.3946029,2.1582627
Eixample,+34 629 27 88 61,41.4025617,2.1692688
Eixample,+34 629 17 69 50,41.3977744,2.1614536
Eixample,+34 628 41 99 75,41.3998813,2.1570146
Eixample,+34 628 34 00 71,41.3998674,2.1662161
Eixample,+34 628 31 73 20,41.392978,2.162135
Eixample,+34 628 21 67 12,41.4029679,2.1673412
Eixample,+34 628 19 19 19,41.3918742,2.1685092
Eixample,+34 627 82 26 90,41.4041317,2.1703876
Eixample,+34 627 32 09 85,41.3979896,2.1705801
Eixample,+34 626 71 28 28,41.3930097,2.1536259
Eixample,+34 626 69 16 92,41.3992854,2.1573971
Eixample,+34 626 61 92 28,41.3969288,2.1749336
Eixample,+34 626 52 45 00,41.3924843,2.1637556
Eixample,+34 625 69 85 11,41.4003533,2.1709069
Eixample,+34 625 62 21 29,41.3938408,2.1665741
Eixample,+34 625 61 33 32,41.3963278,2.163422
Eixample,+34 625 57 74 53,41.394666,2.169256
Eixample,+34 625 56 59 40,41.3979868,2.1608916
Eixample,+34 625 33 23 32,41.4023023,2.1651654
Eixample,+34 625 27 35 61,41.399072,2.1687302
Eixample,+34 625 25 62 56,41.4020634,2.1708739
Eixample,+34 625 25 26 29,41.392513,2.163898
Eixample,+34 623 42 09 30,41.4034921,2.165424
Eixample,+34 623 18 87 38,41.3929402,2.1537459
Eixample,+34 623 01 47 92,41.3929236,2.1576997
Eixample,+34 623 00 74 96,41.398788,2.169553
Eixample,+34 622 52 78 49,41.4053493,2.1639287
Eixample,+34 622 47 74 42,41.4052484,2.1650043
Eixample,+34 622 47 59 84,41.3947378,2.171438
Eixample,+34 622 44 06 23,41.3912755,2.1612552
Eixample,+34 622 33 99 95,41.4006073,2.1671942
Eixample,+34 622 05 00 88,41.403383,2.166809
Eixample,+34 620 94 96 95,41.4032352,2.1658206
Eixample,+34 620 80 18 88,41.4004515,2.1577237
Eixample,+34 620 16 57 37,41.3994644,2.159476
Eixample,+34 619 93 48 97,41.40117,2.1705
Eixample,+34 619 62 65 06,41.3967209,2.1687876
Eixample,+34 619 53 79 43,41.3932048,2.1667609
Eixample,+34 619 49 42 26,41.4034242,2.1682145
Eixample,+34 618 97 97 57,41.4038296,2.1642928
Eixample,+34 618 08 33 08,41.3912077,2.1640965
Eixample,+34 617 84 28 55,41.3925435,2.1639382
Eixample,+34 617 39 38 23,41.3918259,2.1603352
Eixample,+34 617 32 36 70,41.4017359,2.1658621
Eixample,+34 617 10 38 30,41.4031237,2.1700653
Eixample,+34 616 93 54 07,41.3963685,2.1638213
Eixample,+34 616 10 06 60,41.3929297,2.1535161
Eixample,+34 615 29 06 94,41.4039213,2.1716352
Eixample,+34 615 11 24 80,41.3966235,2.1528654
Eixample,+34 615 06 21 83,41.4032149,2.1716883
Eixample,+34 613 03 75 27,41.405027,2.1664163
Eixample,+34 610 94 24 76,41.405508,2.1701421
Eixample,+34 610 86 83 99,41.405694,2.1701057
Eixample,+34 610 80 46 20,41.39439,2.1696238
Eixample,+34 610 63 92 64,41.394976,2.164543
Eixample,+34 610 44 20 52,41.4042993,2.1649065
Eixample,+34 610 42 48 02,41.3986664,2.1579845
Eixample,+34 610 41 93 96,41.3977003,2.1678469
Eixample,+34 610 36 35 03,41.3988341,2.1697321
Eixample,+34 610 15 03 95,41.3947679,2.1664569
Eixample,+34 609 91 11 30,41.3998746,2.1539571
Eixample,+34 609 66 38 76,41.3938586,2.1699667
Eixample,+34 609 59 24 32,41.3986561,2.155645
Eixample,+34 609 56 64 33,41.393974,2.156308
Eixample,+34 609 44 60 68,41.4006206,2.1721383
Eixample,+34 609 33 35 07,41.3926074,2.1638777
Eixample,+34 609 29 33 65,41.4028416,2.1602862
Eixample,+34 609 06 15 84,41.3935163,2.1658397
Eixample,+34 609 04 68 76,41.3957336,2.1599725
Eixample,+34 608 91 04 24,41.3956091,2.1657587
Eixample,+34 608 49 57 90,41.4050156,2.1677294
