Area,category,business_status,formatted_phone_number,international_phone_number,name,opening_hours,place_id,rating,types,url,user_ratings_total,website,permanently_closed,price_level,latitude,longitude
Eixample,atm,OPERATIONAL,912 86 84 48,+34 912 86 84 48,Euronet ATM,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJL2Mz-nSjpBIRgwrXyxNzEmA,,"['atm', 'finance', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=6922722106083314307,,https://www.euronetatms.es/,,,41.39943089999999,2.1636359
Eixample,atm,OPERATIONAL,912 86 84 48,+34 912 86 84 48,Euronet ATM,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJcxOMmAqjpBIRqbuLvF5B76A,,"['atm', 'finance', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11596559440648321961,,https://www.euronetatms.es/,,,41.3964315,2.1619279
Eixample,car_rental,OPERATIONAL,912 82 09 15,+34 912 82 09 15,Ubeeqo,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJjdAQnkyjpBIRTakSYbk89SQ,,"['car_rental', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=2663101521554745677,,https://www.ubeeqo.com/es-es/car-sharing-barcelona,,,41.39043909999999,2.1629603
Eixample,parking,OPERATIONAL,912 30 20 32,+34 912 30 20 32,Parking APK2 Centric,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJuyq1QI2ipBIRsn-VnGoo_Fg,3.4,"['parking', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=6412044407827431346,73.0,https://apk2gestion.com/es/parking/centric,,,41.390472,2.1629
Eixample,insurance_agency,OPERATIONAL,912 10 43 00,+34 912 10 43 00,Atención Comercial ASISA Seguros Barcelona,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJLeAtupGipBIRlONkEhSyWUg,1.8,"['insurance_agency', 'point_of_interest', 'health', 'establishment']",https://maps.google.com/?cid=5213393842935751572,21.0,https://www.asisa.es/?mb=oc-1019,,,41.39220779999999,2.1642892
Eixample,atm,OPERATIONAL,912 06 66 55,+34 912 06 66 55,Cajero ING,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJM-jluZSipBIRuIT8Tdgp0X4,2.2,"['atm', 'finance', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=9138131127909516472,82.0,https://www.ingdirect.es/contactar/buscar-oficinas-ing/,,,41.3969368,2.1640243
Eixample,book_store,OPERATIONAL,911 79 34 63,+34 911 79 34 63,Casa del Llibre,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}",ChIJJUJbM-2ipBIR9MwszzbxMJQ,4.4,"['book_store', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=10678299934201793780,7906.0,https://www.casadellibro.com/nosotros/tienda/passeig-de-gracia-62/4,,,41.3929163,2.1645584
Eixample,book_store,OPERATIONAL,911 79 34 63,+34 911 79 34 63,Casa del Llibre,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}",ChIJJUJbM-2ipBIRft1XNapG4dg,4.4,"['book_store', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=15627849878805667198,6383.0,https://www.casadellibro.com/nosotros/tienda/rambla-catalunya-37/35,,,41.38972220000001,2.165
Eixample,store,OPERATIONAL,911 79 34 63,+34 911 79 34 63,Casa del Llibre,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0900'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 9:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}",ChIJJUJbM-2ipBIR9MwszzbxMJQ,4.4,"['book_store', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=10678299934201793780,7906.0,https://www.casadellibro.com/nosotros/tienda/passeig-de-gracia-62/4,,,41.3929163,2.1645584
Eixample,department_store,OPERATIONAL,910 85 18 79,+34 910 85 18 79,Flying Tiger Copenhagen,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: Closed']}",ChIJ49Db9ZeipBIRfMqsOTABbeo,4.2,"['department_store', 'home_goods_store', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=16892159083974281852,1311.0,https://flyingtiger.com/,,,41.4001198,2.1548639
Eixample,electronics_store,OPERATIONAL,902 99 96 97,+34 902 99 96 97,Siemens Product Lifecycle Management Software S.L.,,ChIJY6urM-2ipBIR2hQInWnebQ0,,"['electronics_store', 'store', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=967674040142009562,,,,,41.3926214,2.1650933
Eixample,car_repair,OPERATIONAL,902 79 07 91,+34 902 79 07 91,TÜVRheinland - Estació ITV,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '0700'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '0700'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '0700'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '0700'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '0700'}}, {'close': {'day': 6, 'time': '1400'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 7:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u20092:00\u202fPM', 'Sunday: Closed']}",ChIJl7EkPpWipBIR2a3z0EspEPI,4.1,"['car_repair', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=17442486762410847705,2799.0,https://www.itv-tuvrheinland.es/,,,41.39943089999999,2.1636359
Eixample,car_dealer,OPERATIONAL,902 50 44 86,+34 902 50 44 86,coches alemania pro,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '2000'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 5, 'time': '2000'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20098:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJLQCtOniYpBIRzkQKa7968tc,,"['car_dealer', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=15560634625071662286,,https://coches-alemania.pro/,,,41.39706450000001,2.1521228
Eixample,accounting,OPERATIONAL,902 41 30 30,+34 902 41 30 30,Comput Apage Barcelona,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '0900'}}, {'close': {'day': 1, 'time': '1730'}, 'open': {'day': 1, 'time': '1500'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '0900'}}, {'close': {'day': 2, 'time': '1730'}, 'open': {'day': 2, 'time': '1500'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '0900'}}, {'close': {'day': 3, 'time': '1730'}, 'open': {'day': 3, 'time': '1500'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '0900'}}, {'close': {'day': 4, 'time': '1730'}, 'open': {'day': 4, 'time': '1500'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '0900'}}], 'weekday_text': ['Monday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20095:30\u202fPM', 'Tuesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20095:30\u202fPM', 'Wednesday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20095:30\u202fPM', 'Thursday: 9:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20095:30\u202fPM', 'Friday: 9:00\u202fAM\u2009–\u20092:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJxb_wP5GipBIRIk4T-EEBZDg,,"['accounting', 'finance', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=4063374146641546786,,http://www.comput.cat/,,,41.3949101,2.1585698
Eixample,car_rental,OPERATIONAL,902 36 06 36,+34 902 36 06 36,OK Mobility - Barcelona Paseo de Gracia,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2200'}, 'open': {'day': 0, 'time': '0800'}}, {'close': {'day': 1, 'time': '2200'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 2, 'time': '2200'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 3, 'time': '2200'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 4, 'time': '2200'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 5, 'time': '2200'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 6, 'time': '2200'}, 'open': {'day': 6, 'time': '0800'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Saturday: 8:00\u202fAM\u2009–\u200910:00\u202fPM', 'Sunday: 8:00\u202fAM\u2009–\u200910:00\u202fPM']}",ChIJRUptLcqjpBIRC_Ang8QS0TU,4.5,"['car_rental', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=3877901389366030347,396.0,https://okmobility.com/es/rent/stores/espana/barcelona/paseo-de-gracia?utm_campaign=GMB_PaseoGraciaBCN&utm_medium=organic&utm_source=gmb,,,41.3921214,2.1628817
Eixample,atm,OPERATIONAL,902 32 30 00,+34 902 32 30 00,Cajero Banco Sabadell,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJMReyKd2jpBIR0Pvetvx9Ezk,1.0,"['atm', 'finance', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=4112769409072692176,5.0,https://www.bancsabadell.com/,,,41.39760700000001,2.16058
Eixample,atm,OPERATIONAL,902 24 24 24,+34 902 24 24 24,Santander ATM,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJZYYjSJOipBIR_eMeBaTAPHc,1.0,"['atm', 'finance', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=8591953999809143805,1.0,https://www.bancosantander.es/es/particulares/banca-online/cajeros-contactless,,,41.3946694,2.1641157
Eixample,atm,OPERATIONAL,902 24 24 24,+34 902 24 24 24,Cajero automático Santander,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJgQSzA5iipBIRdwLJiFsKWJg,2.0,"['atm', 'finance', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=10977535479968760439,2.0,https://www.bancosantander.es/es/particulares/banca-online/cajeros-contactless,,,41.4006954,2.154672699999999
Eixample,insurance_agency,OPERATIONAL,902 23 40 40,+34 902 23 40 40,Seguros Latina,,ChIJc0_sRu2ipBIR5ax3LM8nnGg,2.5,"['insurance_agency', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=7537943647069121765,4.0,https://barcelona.seguros-generales.es/,,,41.3920533,2.1657372
Eixample,atm,OPERATIONAL,902 22 32 23,+34 902 22 32 23,Caixabank,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJVVXF_5aipBIRKpn9KaHVAm4,3.0,"['atm', 'finance', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=7927133182296430890,10.0,https://www.caixabank.cat/,,,41.3984535,2.1573417
Eixample,atm,OPERATIONAL,902 22 32 23,+34 902 22 32 23,Caixer Automàtic Caixabank,"{'open_now': True, 'periods': [{'open': {'day': 0, 'time': '0000'}}], 'weekday_text': ['Monday: Open 24 hours', 'Tuesday: Open 24 hours', 'Wednesday: Open 24 hours', 'Thursday: Open 24 hours', 'Friday: Open 24 hours', 'Saturday: Open 24 hours', 'Sunday: Open 24 hours']}",ChIJAQBw9JmipBIRGBFVjbXuqf8,,"['atm', 'finance', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=18422518214263378200,,,,,41.396404,2.1536996
Eixample,museum,OPERATIONAL,902 18 99 00,+34 902 18 99 00,FCBotiga,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20099:00\u202fPM']}",ChIJ4aNULN2ipBIRZ1fTzEmysUo,4.3,"['tourist_attraction', 'museum', 'clothing_store', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5382279059723212647,710.0,http://store.fcbarcelona.com/,,,41.4027583,2.1747033
Eixample,tourist_attraction,OPERATIONAL,902 18 99 00,+34 902 18 99 00,FCBotiga,"{'open_now': True, 'periods': [{'close': {'day': 0, 'time': '2100'}, 'open': {'day': 0, 'time': '1000'}}, {'close': {'day': 1, 'time': '2100'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 2, 'time': '2100'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 3, 'time': '2100'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 4, 'time': '2100'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 5, 'time': '2100'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 6, 'time': '2100'}, 'open': {'day': 6, 'time': '1000'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Saturday: 10:00\u202fAM\u2009–\u20099:00\u202fPM', 'Sunday: 10:00\u202fAM\u2009–\u20099:00\u202fPM']}",ChIJ4aNULN2ipBIRZ1fTzEmysUo,4.3,"['tourist_attraction', 'museum', 'clothing_store', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=5382279059723212647,710.0,http://store.fcbarcelona.com/,,,41.4027583,2.1747033
Eixample,real_estate_agency,OPERATIONAL,902 13 00 33,+34 902 13 00 33,LAGO ASSESSORS,"{'open_now': True, 'periods': [{'close': {'day': 1, 'time': '1400'}, 'open': {'day': 1, 'time': '1000'}}, {'close': {'day': 1, 'time': '1900'}, 'open': {'day': 1, 'time': '1500'}}, {'close': {'day': 2, 'time': '1400'}, 'open': {'day': 2, 'time': '1000'}}, {'close': {'day': 2, 'time': '1900'}, 'open': {'day': 2, 'time': '1500'}}, {'close': {'day': 3, 'time': '1400'}, 'open': {'day': 3, 'time': '1000'}}, {'close': {'day': 3, 'time': '1900'}, 'open': {'day': 3, 'time': '1500'}}, {'close': {'day': 4, 'time': '1400'}, 'open': {'day': 4, 'time': '1000'}}, {'close': {'day': 4, 'time': '1900'}, 'open': {'day': 4, 'time': '1500'}}, {'close': {'day': 5, 'time': '1400'}, 'open': {'day': 5, 'time': '1000'}}, {'close': {'day': 5, 'time': '1900'}, 'open': {'day': 5, 'time': '1500'}}], 'weekday_text': ['Monday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20097:00\u202fPM', 'Tuesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20097:00\u202fPM', 'Wednesday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20097:00\u202fPM', 'Thursday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20097:00\u202fPM', 'Friday: 10:00\u202fAM\u2009–\u20092:00\u202fPM, 3:00\u2009–\u20097:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJzUeUpOuipBIRP4U0i3BXUhA,,"['real_estate_agency', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=1176098593580549439,,,,,41.3974394,2.1678468
Eixample,bakery,OPERATIONAL,902 09 14 42,+34 902 09 14 42,Pannus Franquicia de Panaderías,"{'open_now': False, 'periods': [{'close': {'day': 1, 'time': '1300'}, 'open': {'day': 1, 'time': '0800'}}, {'close': {'day': 1, 'time': '1800'}, 'open': {'day': 1, 'time': '1500'}}, {'close': {'day': 2, 'time': '1300'}, 'open': {'day': 2, 'time': '0800'}}, {'close': {'day': 2, 'time': '1800'}, 'open': {'day': 2, 'time': '1500'}}, {'close': {'day': 3, 'time': '1300'}, 'open': {'day': 3, 'time': '0800'}}, {'close': {'day': 3, 'time': '1800'}, 'open': {'day': 3, 'time': '1500'}}, {'close': {'day': 4, 'time': '1300'}, 'open': {'day': 4, 'time': '0800'}}, {'close': {'day': 4, 'time': '1800'}, 'open': {'day': 4, 'time': '1500'}}, {'close': {'day': 5, 'time': '1300'}, 'open': {'day': 5, 'time': '0800'}}, {'close': {'day': 5, 'time': '1800'}, 'open': {'day': 5, 'time': '1500'}}], 'weekday_text': ['Monday: 8:00\u202fAM\u2009–\u20091:00\u202fPM, 3:00\u2009–\u20096:00\u202fPM', 'Tuesday: 8:00\u202fAM\u2009–\u20091:00\u202fPM, 3:00\u2009–\u20096:00\u202fPM', 'Wednesday: 8:00\u202fAM\u2009–\u20091:00\u202fPM, 3:00\u2009–\u20096:00\u202fPM', 'Thursday: 8:00\u202fAM\u2009–\u20091:00\u202fPM, 3:00\u2009–\u20096:00\u202fPM', 'Friday: 8:00\u202fAM\u2009–\u20091:00\u202fPM, 3:00\u2009–\u20096:00\u202fPM', 'Saturday: Closed', 'Sunday: Closed']}",ChIJWV-YzJCipBIRLfgUe89v4xo,3.7,"['bakery', 'food', 'point_of_interest', 'store', 'establishment']",https://maps.google.com/?cid=1937515201613330477,156.0,http://pannus.es/,,,41.396096,2.156381000000001
Eixample,travel_agency,OPERATIONAL,902 05 37 84,+34 902 05 37 84,Synera Viatges,"{'open_now': False, 'periods': [{'close': {'day': 2, 'time': '2000'}, 'open': {'day': 2, 'time': '1600'}}, {'close': {'day': 3, 'time': '2000'}, 'open': {'day': 3, 'time': '1600'}}, {'close': {'day': 4, 'time': '2000'}, 'open': {'day': 4, 'time': '1600'}}], 'weekday_text': ['Monday: Closed', 'Tuesday: 4:00\u2009–\u20098:00\u202fPM', 'Wednesday: 4:00\u2009–\u20098:00\u202fPM', 'Thursday: 4:00\u2009–\u20098:00\u202fPM', 'Friday: Closed', 'Saturday: Closed', 'Sunday: Closed']}",ChIJL6CjARWWpBIRoivGggV_9J8,4.0,"['travel_agency', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=11525977007993531298,1.0,,,,41.397319,2.1594415
Eixample,moving_company,OPERATIONAL,902 00 26 15,+34 902 00 26 15,Vuelve tranquilo,,ChIJccHLx5uipBIRjq2q1q7wIHY,,"['moving_company', 'point_of_interest', 'establishment']",https://maps.google.com/?cid=8512067929446722958,,,,,41.3949716,2.151865
